x1,x2,x3,x4,x5,x6,target
16144.26784,324.4691816,4.531117953,-0.319534162,-19.97425813,1.853492903,1
15865.54698,509.908161,2.000929184,5.213071788,-1.190207166,-2.502841479,1
34299.43892,160.9664609,-8.899066717,-6.172687394,-28.85312257,7.212561804,1
-4999.653244,-44.61228242,0.150336296,-8.191852035,4.490328082,0.626940716,1
-4999.654794,-44.69543909,0.922751744,-8.246621023,4.021671218,0.961970111,1
21281.72984,224.3036555,-14.0576588,-1.703263859,-19.75338296,0.241566966,1
-220.9319721,186.1302031,-9.299928025,-4.882729639,-0.873899924,2.632837014,1
361.9171588,325.690328,-8.867898476,-13.11870649,8.751477917,11.06849754,1
110.7306314,296.4709125,-11.39861127,-11.75790159,8.410004597,8.934919443,1
-1116.534493,108.8126441,-8.618879522,-4.992780464,-6.439469152,-3.05536576,1
-2435.358092,211.8605322,12.04619191,-16.09755485,8.703944355,-2.091608996,1
1090.51847,247.4289432,-11.08508196,-5.091557948,5.524194144,-10.95155342,1
1523.11456,265.8601636,-10.32550391,-4.886212971,6.303349754,-12.30281535,1
-5103.67546,-69.98172344,2.897496992,-3.306083675,3.230317732,-0.864901475,1
13653.09846,300.8977871,-17.8100128,-1.803362319,-17.37654996,10.79561087,1
-4584.876564,-13.09700189,0.169743478,-4.997583488,0.751164287,-1.022575681,1
-2486.342896,117.0694619,-5.87458467,-7.130959271,1.358323439,-0.714749275,1
-5133.247181,-70.73977629,4.207966591,-5.4968234,4.325758716,0.011201782,1
-4512.50415,8.547493439,2.983344886,-9.876774926,-0.66023403,2.623121282,1
4114.527258,221.4967747,-2.137251197,-3.622756358,-14.68101353,-3.412396021,1
55735.50821,259.3857946,-9.127521127,21.79222105,15.99512072,-15.3644472,1
-302.6420735,174.411018,5.4607302,-3.077546174,-4.281290046,-4.76020305,1
7830.030237,530.2266363,20.70332395,-2.379522255,-0.206804578,0.875126656,1
-2977.411235,197.2578121,19.02418264,-21.65393642,6.183709435,-0.747493188,1
4389.381568,134.7349164,-11.36843288,2.298840053,-7.039268704,-8.453660077,1
-3293.667302,32.61811247,3.353895378,-2.273123141,-7.655014258,-3.781595286,1
-4658.347377,-31.3767412,-0.76915072,-3.013739162,-1.831726381,0.01221886,1
-2959.519628,150.0857093,3.743739147,-14.17251327,4.743015217,-0.515727648,1
41861.27265,228.0532746,14.03299407,8.796699004,-16.43132687,-6.613186267,1
20830.5621,242.9667522,0.418419357,6.664818236,-10.62575356,-8.65863219,1
-4128.232545,-58.88867143,-5.426996071,2.343076012,-8.85725133,-1.493362171,1
-4527.379856,-4.163932724,5.982455042,-6.035544738,-0.594185893,-3.337785281,1
3926.255287,86.77690985,-11.67236941,-0.222493525,-12.28281365,-5.554232003,1
-5021.607006,-26.28805769,6.965401726,-18.57079303,8.864344219,4.544576661,1
-3369.522868,-28.41847206,-8.804209248,-0.011262513,-10.25250373,0.124003043,1
-5149.665706,-92.18638028,0.421582028,2.804901933,-1.569438398,0.873358168,1
-4752.005904,-16.86734743,-3.420665344,-7.919131194,3.452282159,3.117590226,1
-5196.303898,-100.0434156,1.210715775,3.993827903,-1.33187185,1.719920225,1
-4948.423842,-32.75978235,0.468378606,-9.925193191,4.935563634,2.587350832,1
-4864.723286,-52.06202669,1.2626755,-1.278532225,-1.2497019,-2.309181101,1
-5232.312447,-107.4889438,1.092294364,4.844071511,0.237622267,1.593792254,1
-4420.009639,-15.45201312,-2.845957444,-2.530291135,-0.71860754,-1.358141076,1
-1204.255339,325.7677185,0.507321811,-18.02109832,25.69834268,-10.20749106,1
-2965.353169,77.13850172,-9.818446062,-5.577859368,1.233016725,-1.048150024,1
28071.18877,414.904909,42.06306953,10.79573938,-25.24755001,-7.65139186,1
5326.647892,173.501202,-7.56228295,0.606953896,-10.6019806,-2.912835383,1
-5255.913906,-119.7974828,0.493361323,10.73294164,0.850368643,1.59971043,1
-4896.952469,-20.7759917,0.273202479,-11.51993886,7.114249882,1.839602459,1
-4884.600613,-14.82318711,5.375214986,-15.02209185,3.06935978,2.638456442,1
-5183.108947,-95.67554658,0.746652819,2.923438283,-0.176997829,1.048231271,1
-3235.625511,146.4655761,9.552291007,-15.79088191,6.267954925,-2.564871737,1
-5255.865032,-117.0709692,-27.12596139,12.94669481,19.32967348,-3.74438858,1
-5243.652547,-111.0109448,1.062844892,5.41182384,1.002802443,1.518305604,1
-750.8380355,83.44801406,-3.508675182,-3.15130354,-12.57072778,-1.832353197,1
-4684.752328,7.640941725,3.291096443,-12.94992994,5.589074177,1.547381264,1
-3745.287424,2.555247279,-7.118664458,-2.394153067,-4.622270549,-1.771101583,1
3034.692187,211.9179486,-4.164271309,-3.348627411,-9.955639523,-1.537122483,1
-95.20378647,121.2344129,0.659142508,-3.883834965,-13.37896747,-1.870244774,1
5678.327268,267.7810111,-11.17277089,-3.159936019,-8.731927476,1.580085096,1
-5046.909263,-69.8257962,-2.252419734,-0.379020484,2.544251914,-1.009666288,1
1625.681193,45.61594704,-4.796669294,0.289845527,-16.58458119,-5.417763357,1
-5243.652547,-111.0109448,1.062844892,5.41182384,1.002802443,1.518305604,1
26571.67058,131.8540022,28.4597354,4.170134724,-31.85415038,-5.899685448,1
111236.3711,147.0872948,103.9870488,34.23370077,-17.14864309,0.74024351,1
-4843.149164,-18.72431932,8.118239143,-9.916269801,3.684287763,-2.021658872,1
13401.30248,274.2388422,19.62690567,1.309895455,-26.07318501,-6.781729462,1
42981.75341,-144.2751026,10.17540179,-12.65826473,-37.11278317,-12.16173399,1
-4949.031468,-63.30499826,0.314382301,-0.215060603,-1.842397785,-0.043365191,1
-5238.128376,-107.2032337,1.936840527,3.46289531,1.949180781,0.855258808,1
-3265.978052,37.15911049,2.816282743,-1.684510172,-4.5426822,-6.704796997,1
-626.0159542,70.17514494,-14.85510224,1.6210191,-1.106511189,-12.61547123,1
21124.41701,141.0116914,3.618913567,0.489076817,-24.85201658,-7.661922375,1
63512.07626,-355.9401074,-0.299433689,-25.44127684,-36.67375995,-12.86955344,1
9218.04651,122.6759039,15.05793777,1.425411484,-27.07041708,-3.53075033,1
8782.59688,198.1667813,17.32437797,2.877141997,-20.67049966,-13.47449888,1
-4807.439422,-21.99154924,4.850072994,-7.691268615,2.857188912,-2.419783037,1
-3653.339162,58.01009392,8.538395527,-6.499507406,-1.743427975,-4.356860536,1
2786.360276,216.8596789,12.9362027,-2.983783668,-19.56362356,-2.042943228,1
-3643.414333,6.634287268,1.466025244,-1.176169439,-7.95499474,-4.03341628,1
-3823.366507,32.61642924,8.600442303,-5.100636923,-6.021779632,-3.23354627,1
-3840.292685,51.14647376,10.09715503,-6.7237096,-1.619232452,-5.737668289,1
14182.86008,447.4697222,32.67785118,9.948627846,-10.26028036,-11.47528511,1
89719.98498,-615.6927775,41.70180353,-31.38072326,-49.26222668,-1.312412114,1
3560.35433,63.60574538,3.966187875,0.934627448,-19.73769577,-8.936149097,1
-1409.963659,217.2274383,23.20706565,-10.98369552,-7.006591097,-2.569612954,1
11768.12454,97.21190064,17.73922446,1.142843128,-29.45862384,-6.024436161,1
12798.60969,113.8641944,18.32548635,1.992265713,-28.26489366,-5.126578137,1
7793.077996,229.4882819,19.19116997,1.427820409,-20.67575935,-10.94990966,1
3480.392423,59.84908438,-9.696838282,-6.306718954,-24.98768585,0.105521699,1
38429.34912,-91.13251304,23.92673815,-4.685530053,-34.28715114,-12.22719244,1
-3315.16327,113.0961965,11.95096117,-11.10820517,1.914985985,-7.232593885,1
-6.442416962,173.1727424,14.0671524,-3.928221418,-13.04318342,-4.809340682,1
35089.98015,384.3531792,42.18521381,20.23239619,-14.55874128,-22.62078035,1
-4666.670548,-49.55066549,-4.767142238,0.403453083,-2.154567533,-1.920491986,1
766.1111011,148.3635459,11.37988914,-1.206294774,-14.62539963,-6.679777199,1
-2328.94716,22.76675977,5.41896298,-1.39302457,-16.65373263,-3.132031373,1
-1779.47678,144.4237851,-0.443616414,-5.065248389,0.555103051,-4.207267208,1
75774.51522,626.0244893,-113.9958248,31.24284779,63.54201976,21.98207372,1
-1646.33385,119.2339274,-2.234618461,-4.636703243,-5.9274225,2.199491059,1
12118.4158,376.0726519,-8.845625168,0.499412999,-12.44856824,13.00727077,1
236.4833392,187.4809335,-18.48570104,-5.621852847,0.421007424,2.056682981,1
16927.06269,397.2177538,-29.60624502,12.77994628,20.27381089,-14.61726397,1
15462.80786,380.0168974,-33.3426056,12.02554468,21.70128722,-15.62321417,1
5293.010544,335.6312972,-15.9872801,2.72321245,14.47422198,-13.57462288,1
-1547.110578,140.4132986,-12.15700141,-6.495228199,-0.636936039,0.674718723,1
7263.03105,447.2580201,-14.0877658,-0.123376545,10.3782181,2.501732195,1
49378.30167,191.2729961,-32.33318239,8.420429244,5.405449763,-9.552884554,1
9227.182329,390.0340322,17.55629212,7.845583663,3.701081452,-19.8505906,1
-1887.691311,77.00767122,-1.489260094,-2.832863505,-8.112964576,-3.854813693,1
33.37741177,70.41571086,-3.255811308,-3.162022888,-16.47553391,-2.414849331,1
-5072.115295,-84.95164847,-3.901016441,2.452359727,-2.69275681,1.333918427,1
102499.343,-308.2407983,-9.773666848,-1.974329048,6.071504361,-1.101872876,1
-5251.013936,-114.5804965,3.443747969,6.136293014,0.478489666,1.203113045,1
-5232.317552,-107.763194,3.481339544,4.850838966,-1.021366517,1.367644705,1
54848.72468,18.59457495,27.28778136,4.168063187,-27.41332688,-0.305144766,1
-5206.137578,-99.81708212,2.885967797,3.188679728,-0.321808173,0.43173639,1
-5216.634574,-104.0889776,3.531473867,4.386910257,-1.801883597,1.434067784,1
-4556.257711,24.8831935,-3.636007277,-12.64660084,12.75483349,-6.332419097,1
-769.0328161,459.8638065,17.06196124,-31.65816799,37.13882918,-5.898055432,1
-5243.652547,-111.0109448,1.062844892,5.41182384,1.002802443,1.518305604,1
-5164.445222,-72.50295639,2.724209487,-8.903389539,4.970472459,4.197512126,1
-5160.288824,-94.72474338,-1.69976306,3.600904061,-0.158918653,0.117009353,1
-4398.829367,-17.45906552,-7.43905451,-3.74798804,-3.327626826,3.55405378,1
-5145.064404,-82.79221926,-3.112697843,-0.054028311,4.097838131,-0.164953174,1
-4828.929377,-64.87296249,-1.682959699,1.820923968,-3.480106953,-1.116671201,1
121116.5031,-627.569299,102.3268467,-3.45073838,-32.58763982,-7.372183633,1
445.9063441,160.7076766,-13.44787714,-4.258652267,-4.961675395,2.421058584,1
90377.77471,-553.3779075,-70.38260105,-26.36627622,10.27898782,5.663385433,1
-324.3349316,161.9061474,-13.63293798,-3.413225712,1.032975377,-3.568374204,1
-5255.915383,-119.879162,1.288705747,10.63979915,0.312379879,1.801035977,1
-3447.685886,122.6214625,6.473032502,-15.73689202,0.958404885,6.588440251,1
-3386.521284,174.4574208,16.39260011,-23.01458012,10.00640631,-0.908836317,1
-4874.898864,-26.0655754,3.645586949,-8.404069217,5.91721908,-2.75091247,1
3883.846532,295.7387622,1.922122265,-2.306583482,-5.989377475,-1.52361269,1
-4201.54065,-5.171116571,-7.393102051,-3.121523454,-2.633354885,0.969705822,1
1223.577239,187.0400366,-10.11423981,-3.24540777,-3.772868187,-2.490429149,1
46011.52932,733.3358482,-26.68794589,33.27200747,42.84440364,-15.64181022,1
12756.529,594.0019323,-6.438281131,3.107915487,13.24914202,-4.665066704,1
-4927.081589,-13.1639634,6.974713224,-15.82937793,11.42986266,-2.718382307,1
12011.35397,551.4717061,-12.95351972,2.238357204,12.93527781,-4.641345572,1
2828.469389,423.1982597,-0.213149774,-7.297350733,16.74013393,-9.264241607,1
93119.68417,86.48124262,-8.369404141,31.71495425,44.33974667,-22.65056192,1
-4219.598678,-15.98048738,-9.409402902,-1.987136551,-3.197712311,1.487739294,1
754.0221458,190.0474715,-8.199364703,-3.97167337,-3.866489244,-0.692066057,1
-5215.972039,-99.07256201,0.78628234,1.766661785,2.89289585,-0.05520468,1
-828.6204871,194.8855327,-10.74867327,-7.310315216,2.509185315,3.906756683,1
-5243.185969,-99.98409178,-3.135311861,-7.372864239,14.5105411,-0.559955506,1
-4174.30239,5.843112394,-8.046830508,-4.181385302,-0.563642499,0.067033518,1
5099.394084,237.1163139,-12.52986456,-1.718993489,-7.035798247,1.815201265,1
-4150.118887,80.32554653,10.15554292,-18.10828616,5.852389566,-0.463177587,1
4389.377466,134.5146347,-9.401494839,2.247454792,-8.13741996,-8.231704457,1
-1771.589222,73.2511092,-9.815156522,-1.825837364,-2.751264974,-7.2786119,1
24989.9776,774.7895233,8.895163727,25.85176254,34.03954954,-18.76814319,1
3591.063317,222.0874302,-7.432956812,-2.775609445,-8.800620776,0.978049422,1
-4219.598678,-15.98048738,-9.409402902,-1.987136551,-3.197712311,1.487739294,1
-3730.543455,15.7408355,-0.867987231,-3.034268652,-7.028177338,0.623228712,1
-5224.377266,-102.9273343,-3.239122458,3.406846745,3.803868906,0.541788095,1
-5255.915383,-119.879162,1.288705747,10.63979915,0.312379879,1.801035977,1
-4872.810072,-14.95688394,4.525116782,-12.29188725,7.494264983,-0.277907378,1
1759.991088,248.3001942,7.53483527,-2.951607417,-4.547016736,-5.544206945,1
-5071.59546,-87.22312362,-2.570516457,3.535548627,-2.365619646,0.778365172,1
3965.137825,128.5378793,-5.834210169,-1.251702547,-14.18477623,-5.965773302,1
-678.349347,23.54865957,-9.741921456,0.800997578,-8.811259534,-9.155204336,1
737.9535564,159.9870114,-4.937278893,-1.253216806,-3.620903034,-6.385832075,1
9120.083694,190.8929382,-9.199681545,-0.479528139,-14.03330438,1.142588694,1
5690.274652,544.2825159,15.80603882,-6.11857706,5.379780411,11.11326759,1
-4978.814819,-5.643584859,1.143367298,-23.28485723,22.95370681,-4.263388307,1
-5115.324282,-63.41160799,1.475346741,-7.107948269,8.509775329,-1.874569054,1
736.458844,196.6521956,-9.404183596,-7.066720617,-8.399585779,4.358027901,1
-5243.652547,-111.0109448,1.062844892,5.41182384,1.002802443,1.518305604,1
-4234.913285,-3.758222698,-2.473313928,-3.918784932,-3.605252096,-0.705034495,1
-5134.994218,-80.05200202,2.169860102,-0.998024742,1.302757483,0.451088545,1
-5195.120988,-95.1589547,0.737008446,1.874252022,1.834252285,-0.068525665,1
10870.49735,253.4803731,0.910692811,4.383245056,-9.587994057,-6.827362023,1
-4186.562886,42.83751945,2.763860594,-10.85245756,1.998539082,-0.049974083,1
-3627.771049,66.82358544,1.572982512,-7.956624181,0.598713397,-1.856259236,1
-4897.898611,-48.75938232,1.779453054,-2.837912678,-0.235813804,-0.038141513,1
-3824.184337,90.02821049,0.330926666,-15.12872465,1.002430669,8.141084185,1
-396.3975474,119.6216066,-15.49446276,-2.313073739,-3.058207123,-2.909818822,1
-1292.820166,326.1667437,28.41750385,-21.69254726,8.234400409,-3.580275466,1
-4318.202921,-27.77585063,-3.677405423,-0.376284724,-4.654235428,-1.769274677,1
-4318.202921,-27.77585063,-3.677405423,-0.376284724,-4.654235428,-1.769274677,1
-4318.202921,-27.77585063,-3.677405423,-0.376284724,-4.654235428,-1.769274677,1
14431.98121,1173.946518,81.6767421,-8.900626409,16.95684361,30.91414591,1
18094.56662,1163.318713,75.8910084,2.313254255,12.64252338,29.04209886,1
44303.13463,127.2822171,-18.74668321,-0.54365234,-12.25051039,5.395113541,1
-3786.240854,40.9485782,-9.250711765,-6.245132521,1.670691247,-0.41645441,1
43214.88927,161.1651102,-15.90566114,4.038512702,-7.754731808,-3.377480595,1
36473.92776,249.387901,-14.38870668,8.635781152,-6.303083069,-1.289882568,1
53124.64607,312.3179627,-16.1166619,16.78287017,10.8118231,-6.864111914,1
17687.93167,472.7701974,18.4038284,3.979977428,-15.94405276,3.871083081,1
-5103.67391,-69.89856677,2.125081545,-3.251314687,3.698974596,-1.199930869,1
871.7399623,337.5038231,-8.642932131,-11.84903416,9.723532901,5.677324776,1
14915.29118,430.6785143,14.07091696,2.470184185,-14.96916472,3.262284865,1
9144.174765,212.9086228,-16.37672174,-1.214309207,-18.04160483,9.324750463,1
27660.54102,487.4117033,11.23216852,18.13354461,6.083830099,-16.4294088,1
-2813.164603,329.107917,28.79590923,-45.53012652,22.30207034,10.47005772,1
61167.40536,44.35501627,-11.2183132,1.003450253,-8.063345098,-11.76368802,1
84995.57838,422.3178635,34.42314947,39.27706744,17.54872081,-11.97799663,1
-2002.76256,176.8028287,6.812177474,-10.15616578,-0.330853302,-0.695888061,1
20382.54228,511.1374355,11.83236272,11.15834051,-4.94306687,-3.038225611,1
-837.573989,187.5111785,-2.459058012,-5.823420011,-0.515647207,-1.639826565,1
-5129.690284,-68.29616824,-3.713882054,-6.160293581,6.363818266,2.845848454,1
-3664.77925,6.548343435,-8.414022517,-1.356679618,-3.364596804,0.349098098,1
-4307.096853,-20.47366784,-11.28887007,-1.936564159,-0.936390107,-0.158101391,1
-4559.451156,-0.299599299,1.9294875,-6.573671682,4.523288305,-4.858870833,1
72920.54028,1100.479394,2.946436322,54.56932109,33.23672016,41.15345688,1
125633.1206,-952.243505,-31.4330341,-33.45139537,6.579686404,-6.710695123,1
-741.8470475,130.4968389,-6.402986416,-4.465704893,-6.363279015,-0.672626913,1
-3867.210229,12.19954015,-1.246105961,-3.230732736,-3.13436299,-4.017432045,1
-5255.870625,-117.3738203,-24.32339371,12.80826408,17.59812881,-3.25570166,1
-3356.515182,54.69244958,-5.991428668,-4.33977877,0.303681947,-4.485836398,1
1280.050076,91.72098108,8.66280047,0.589300636,-18.60351538,-8.607619317,1
28003.63382,274.9106731,22.76014844,7.304799839,-24.49482916,-13.28788047,1
-4380.09079,-2.722332403,-4.896345499,-3.491527955,3.402252872,-5.277095138,1
-3053.33925,5.784266088,4.106447907,-0.303221086,-12.34446045,-3.761807773,1
118770.1093,-749.1590148,-5.374756856,-20.91888786,-1.267096261,-23.75019212,1
-503.4448209,59.06129879,-16.58996189,-2.942888281,-9.941824919,-5.311198813,1
-3694.665206,27.3841946,4.330828892,-3.476876643,-4.405728586,-4.025122151,1
-166.023911,69.04172459,-3.996713281,1.125570874,-9.233021353,-7.528192662,1
5711.071557,350.5159308,-13.57655914,3.233986283,13.88900244,-14.19330095,1
-2078.089781,99.11321653,-13.12070899,-6.481849089,-3.045844488,-0.960529263,1
-5044.600311,-61.0219457,0.947658554,-4.530513796,-1.12476786,5.310525753,1
-5143.498712,-74.33726256,1.673526886,-4.859976325,3.119006173,2.738565055,1
-5153.962316,-85.43825061,-0.113608019,-0.8351898,-0.904147106,3.274607764,1
5690.179066,362.8119068,1.36084932,-0.914293909,0.166510039,-4.668030376,1
-4931.445903,-25.8031206,-5.678307187,-10.84880911,11.01864559,-0.279868132,1
-4631.521783,-5.101186475,-3.673885155,-7.957090249,2.828990309,1.775576992,1
-4346.03901,-10.69362484,-8.797633914,-2.99270595,0.31290635,0.873813171,1
-3045.300185,34.61851775,-6.804391707,-2.25468937,-5.4944486,-0.995249451,1
-703.2605612,221.28959,-1.762198081,-7.228991793,5.061209089,-2.58550217,1
-4955.114454,-62.35965003,-6.747237775,0.054726588,2.999459159,-1.756040026,1
5298.623971,210.1081706,13.98440973,1.178271672,-19.03668078,-0.925656077,1
-4557.270236,3.410005053,-13.77024601,-6.054615121,13.68119607,-5.77520388,1
-1947.68686,267.1113692,15.2915932,-21.4720486,4.482987146,7.848999436,1
-4989.000526,-32.99898325,5.201454998,-11.5831486,8.596149555,-2.038032386,1
-5199.09817,-63.61203041,-2.227675569,-24.8799572,28.47636273,-2.674160951,1
2240.741979,223.6662839,-4.669454081,-3.156768358,-5.310903669,-3.057935089,1
62105.2886,504.7084781,-15.63731547,35.44676487,35.80647212,-15.47283139,1
33843.53174,578.2333761,-7.545927407,28.24772979,25.78760405,-13.67092093,1
17288.91758,546.0807566,-17.47172145,11.8030182,15.72816552,1.312887349,1
-4940.692608,-45.4899594,4.258253804,-4.953255489,1.079049636,0.086842434,1
-4841.540793,-33.98928042,1.540879469,-5.545757219,1.509139219,-0.286355263,1
-4841.540793,-33.98928042,1.540879469,-5.545757219,1.509139219,-0.286355263,1
-4841.540793,-33.98928042,1.540879469,-5.545757219,1.509139219,-0.286355263,1
-4841.540793,-33.98928042,1.540879469,-5.545757219,1.509139219,-0.286355263,1
-4474.753748,-21.3784853,-4.853938215,-2.468575517,-0.408610248,-2.442992978,1
560.1478889,179.6856535,-4.975075029,-3.146951322,-2.651402072,-5.67035904,1
2182.340931,314.4085412,-2.459063685,-4.128877213,5.752167924,-2.650187175,1
-5247.657615,-110.7802313,2.585743668,3.494765212,2.873683473,0.636541903,1
13962.10147,349.9472877,5.236593591,4.537168555,-11.12506281,-1.0532518,1
7196.619647,284.5753068,-17.87002084,2.584620349,1.91796515,-2.100323433,1
17016.89836,130.5719832,-31.81377664,0.980638462,-6.509836268,-1.893808278,1
12320.59563,547.7692957,28.6530793,5.700886405,-5.058631904,2.34975681,1
13008.34675,508.965896,-14.88255664,1.538964669,0.325576391,2.403532761,1
229906.5757,-1417.303848,-65.94904479,-32.62136232,51.41745071,54.5637506,1
29475.44562,498.7408645,-1.669578471,8.475369282,-7.617288533,2.194408336,1
11307.1969,513.2290824,1.893826599,1.723812469,-10.66566459,19.28075197,1
38268.31466,190.6703727,0.637528123,6.566971512,-12.49303898,-9.06464529,1
-4778.26924,-53.71914582,-9.448003598,1.625589994,4.312485561,-7.412445002,1
24561.69767,341.6379238,9.03433893,11.7372101,-8.978544981,-11.37979425,1
-4146.965801,34.5531054,1.220513452,-8.9292705,2.652794861,-6.339900963,1
8175.511101,195.9089067,4.306537881,2.603665051,-12.77302127,-13.64043127,1
-4040.553947,42.65938425,8.4106443,-7.807268627,0.720217184,-4.75797065,1
-4040.555497,42.57622758,9.183059748,-7.862037616,0.251560321,-4.422941255,1
46347.95859,-64.11244957,30.90761547,0.396009174,-26.92235305,-14.90833602,1
-4370.017997,35.09988282,-6.332888771,-10.93337598,10.5585104,-1.202065327,1
-5216.62947,-103.8147275,1.142428687,4.380142802,-0.542894812,1.660215333,1
59992.8935,1133.869068,16.0663363,66.14769508,74.26264166,-26.14560311,1
-3386.522682,174.3817081,17.09324203,-23.0491878,9.573520143,-0.786664587,1
-3386.521284,174.4574208,16.39260011,-23.01458012,10.00640631,-0.908836317,1
19587.63761,256.2702922,-24.73078586,4.418787196,1.682803297,-15.87424388,1
-4304.556082,40.18195963,6.051914715,-11.89636107,3.107327429,-0.714199188,1
56092.64534,479.3562798,47.83513808,26.4412196,-6.974147205,-3.161483388,1
-4942.733698,-57.20377146,-1.937604452,-1.241068631,2.222440657,-2.853761281,1
6181.656192,364.495459,-13.37717051,1.487162136,7.443048166,-3.847703277,1
-4561.26599,92.83352292,12.3063973,-35.46909646,27.23299517,-2.352331689,1
58490.6559,443.3152181,-10.17592252,20.06951174,3.624107479,14.99981373,1
66482.93856,-77.77982261,-63.26787057,-0.59497087,18.63549878,-6.710768457,1
-2898.655553,78.94459701,-13.65885486,-4.822111025,3.648798552,-2.856703353,1
27997.83201,92.46669782,-29.66463532,0.678487125,-5.430982036,-9.643090196,1
51831.18799,-271.6974401,-14.5006013,-18.23142382,-24.62776464,-7.206388667,1
102700.8083,-563.7915419,12.82751591,-13.71311966,-4.388385709,-23.02036525,1
7862.571899,353.4721555,0.95338215,3.321981021,0.711754151,-9.890564802,1
154236.7712,-1261.280251,-12.87088888,-36.91522121,24.20901442,-23.71885358,1
-3348.401783,166.7314704,4.693610517,-18.92555137,20.47282104,-10.87122431,1
-5087.214147,-52.37874371,3.966226033,-10.50140583,8.279221775,-0.400560401,1
8705.6014,415.7626406,-9.588447138,4.173948988,11.14267667,-12.94858021,1
33177.40689,91.42668111,-30.05813006,3.291789573,1.213517766,-16.76639269,1
-5247.657859,-110.7945318,2.792504918,3.422166121,2.637405532,0.993959137,1
48010.43042,161.7443765,31.58504336,10.90478521,-18.51903291,-15.5963249,1
53468.89092,142.6728545,4.311434077,9.23809318,-9.034466648,-10.88982501,1
35537.03343,72.46245831,-51.94555938,4.642938426,10.99892742,-9.94051724,1
3658.135821,64.17669643,-15.57862154,-2.354964269,-14.73953207,-4.59154376,1
39281.02925,1144.112279,75.27090936,40.13589543,14.64264859,10.62951358,1
151838.6454,-1300.511208,-82.70371593,-47.16405164,43.52548182,-4.622930828,1
-5172.5357,-88.25187584,1.889999335,-0.280911025,0.678603182,1.013255101,0
-5255.915383,-119.879162,1.288705747,10.63979915,0.312379879,1.801035977,0
-5255.915383,-119.879162,1.288705747,10.63979915,0.312379879,1.801035977,0
-5255.915383,-119.879162,1.288705747,10.63979915,0.312379879,1.801035977,0
-5032.851403,-57.36446907,-2.642689802,-4.965252473,3.727628129,0.836340436,0
-5172.5357,-88.25187584,1.889999335,-0.280911025,0.678603182,1.013255101,0
-5255.915383,-119.879162,1.288705747,10.63979915,0.312379879,1.801035977,0
-5255.915383,-119.879162,1.288705747,10.63979915,0.312379879,1.801035977,0
-5255.915383,-119.879162,1.288705747,10.63979915,0.312379879,1.801035977,0
-4838.104459,-13.20026216,1.797722201,-12.24258859,5.17905252,2.163677724,0
-5032.851403,-57.36446907,-2.642689802,-4.965252473,3.727628129,0.836340436,0
-5255.915383,-119.879162,1.288705747,10.63979915,0.312379879,1.801035977,0
